M [M_sol],a_i [au],a_f [au],status
0.0002548191110899,2.707,3.4059173191473975,0.0
0.0002548191110899,2.7079999999999997,3.642121195263384,0.0
0.0002548191110899,2.709,3.802725895346815,0.0
0.0002548191110899,2.71,3.927887543394474,0.0
0.0002548191110899,2.711,4.030424783794241,0.0
0.0002548191110899,2.7119999999999997,4.118043002618526,0.0
0.0002548191110899,2.713,4.192896255887816,0.0
0.0002548191110899,2.714,4.259978546946075,0.0
0.0002548191110899,2.715,4.321379863080226,0.0
0.0002548191110899,2.7159999999999997,4.377068166768338,0.0
0.0002548191110899,2.717,4.428146809840719,0.0
0.0002548191110899,2.718,4.477093241786376,0.0
0.0002548191110899,2.719,4.519713277365221,0.0
0.0002548191110899,2.7199999999999998,4.558834658751306,0.0
0.0002548191110899,2.721,4.600592459586763,0.0
0.0002548191110899,2.722,4.636867790809906,0.0
0.0002548191110899,2.723,4.672978468479313,0.0
0.0002548191110899,2.724,4.706228072112413,0.0
0.0002548191110899,2.725,4.738230650766534,0.0
0.0002548191110899,2.726,4.768870564540518,0.0
0.0002548191110899,2.727,4.797877147435572,0.0
0.0002548191110899,2.728,4.82643884005135,0.0
0.0002548191110899,2.729,4.85366372198097,0.0
0.0002548191110899,2.73,4.879898022643805,0.0
0.0002548191110899,2.731,4.905235575510394,0.0
0.0002548191110899,2.732,4.930795052846413,0.0
0.0002548191110899,2.733,4.953583013528676,0.0
0.0002548191110899,2.734,4.976498397466451,0.0
0.0002548191110899,2.735,4.998970653633632,0.0
0.0002548191110899,2.736,5.020641074541878,0.0
0.0002548191110899,2.737,5.041870575001173,0.0
0.0017782674444445999,3.453,4.612244926344559,0.0
0.0017782674444445999,3.4539999999999997,4.783410826379039,0.0
0.0017782674444445999,3.455,4.920605524995511,0.0
0.0017782674444445999,3.456,5.03606599476139,0.0
0.0017782674444445999,3.457,5.135065631885777,0.0
0.0017782674444445999,3.4579999999999997,5.222839667438366,0.0
0.0017782674444445999,3.459,5.301465692903164,0.0
0.0017782674444445999,3.46,5.372812704114542,0.0
0.0017782674444445999,3.461,5.438580398379368,0.0
0.0017782674444445999,3.4619999999999997,5.4986971673734235,0.0
0.0017782674444445999,3.463,5.555020730802368,0.0
0.0017782674444445999,3.464,5.607730221315118,0.0
0.0017782674444445999,3.465,5.657160045952894,0.0
0.0017782674444445999,3.4659999999999997,5.703923028324102,0.0
0.0017782674444445999,3.467,5.7481996525215715,0.0
0.0017782674444445999,3.468,5.790122634478484,0.0
0.0017782674444445999,3.469,5.830038896206217,0.0
0.0017782674444445999,3.47,5.868676406742502,0.0
0.0017782674444445999,3.471,5.905305424773631,0.0
0.0017782674444445999,3.472,5.94063805105534,0.0
0.0017782674444445999,3.473,5.97438954398159,0.0
0.0017782674444445999,3.474,6.007267156442506,0.0
0.0017782674444445999,3.475,6.038862172494912,0.0
0.0017782674444445999,3.476,6.069359207748467,0.0
0.0017782674444445999,3.477,6.099380950246313,0.0
0.0017782674444445999,3.478,6.127457803108018,0.0
0.0017782674444445999,3.479,6.155326691251947,0.0
0.0017782674444445999,3.48,6.182110572340415,0.0
0.0017782674444445999,3.481,6.2084191271794875,0.0
0.0017782674444445999,3.482,6.233635337325539,0.0
0.0017782674444445999,3.483,6.256620737232359,0.0
0.009402087536937899,4.252,2.64192634647744,1.0
0.009402087536937899,4.253,2.368731150687433,1.0
0.009402087536937899,4.254,4.796748099835473,0.0
0.009402087536937899,4.255,5.232878610504671,0.0
0.009402087536937899,4.256,5.504473490312365,0.0
0.009402087536937899,4.257,5.70784350589354,0.0
0.009402087536937899,4.258,5.87022837906866,0.0
0.009402087536937899,4.2589999999999995,6.00610329818388,0.0
0.009402087536937899,4.26,6.126701085923512,0.0
0.009402087536937899,4.261,6.2282379867259605,0.0
0.009402087536937899,4.262,6.320991586388474,0.0
0.009402087536937899,4.263,6.405937976140335,0.0
0.009402087536937899,4.264,6.482436526026774,0.0
0.009402087536937899,4.265,6.555950080141138,0.0
0.009402087536937899,4.266,6.621514127178166,0.0
0.009402087536937899,4.2669999999999995,6.68440539148415,0.0
0.009402087536937899,4.268,6.743373504735347,0.0
0.009402087536937899,4.269,6.798194797010126,0.0
0.009402087536937899,4.27,6.850317084716768,0.0
0.009402087536937899,4.271,6.894590294811555,0.0
0.009402087536937899,4.272,6.947765516698946,0.0
0.009402087536937899,4.273,6.993220383064569,0.0
0.009402087536937899,4.274,7.036620857533214,0.0
0.009402087536937899,4.275,7.078572539100368,0.0
0.009402087536937899,4.276,7.118758743321147,0.0
0.009402087536937899,4.277,7.1573606891335935,0.0
0.009402087536937899,4.278,7.194391378874953,0.0
0.009402087536937899,4.279,7.230807318242458,0.0
0.009402087536937899,4.28,7.265560642652343,0.0
0.009402087536937899,4.281,7.299875035375959,0.0
0.009402087536937899,4.282,7.332720219025972,0.0
